risk_id,sku_id,product_name,category,risk_type,risk_level,risk_source,risk_description,risk_driver,related_status,related_cost_driver,related_selected_scenario,mitigation_action,risk_owner,review_required,review_type,risk_priority,review_severity,mandatory_review_gate,advisory_review_gate,action_readiness
SKU-BAT-008-SUPPLIER_RISK,SKU-BAT-008,Lithium Coin Battery CR2032,Electronics,SUPPLIER_RISK,CRITICAL,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BAT-008-RECEIVING_STAGING_RISK,SKU-BAT-008,Lithium Coin Battery CR2032,Electronics,RECEIVING_STAGING_RISK,CRITICAL,WAREHOUSE_SLOTTING,Receiving/staging pressure risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BAT-008-WAREHOUSE_CAPACITY_RISK,SKU-BAT-008,Lithium Coin Battery CR2032,Electronics,WAREHOUSE_CAPACITY_RISK,CRITICAL,WAREHOUSE_SLOTTING,Warehouse capacity risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BAT-008-POLICY_RISK,SKU-BAT-008,Lithium Coin Battery CR2032,Electronics,POLICY_RISK,CRITICAL,RE_EVALUATION_ENGINE,Policy or parameter review risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BAT-008-PHASE4_PRODUCTION_RISK,SKU-BAT-008,Lithium Coin Battery CR2032,Electronics,PHASE4_PRODUCTION_RISK,CRITICAL,PHASE4_FLAG,Production/BOM/MRP dependency risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BAT-008-COST_RISK,SKU-BAT-008,Lithium Coin Battery CR2032,Electronics,COST_RISK,CRITICAL,COST_ENGINE,High or uncertain cost exposure.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-FIL-009-OVERSTOCK_RISK,SKU-FIL-009,Replacement Water Filter,Home,OVERSTOCK_RISK,HIGH,INVENTORY_STATUS,Excess inventory risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-FIL-009-DEAD_STOCK_RISK,SKU-FIL-009,Replacement Water Filter,Home,DEAD_STOCK_RISK,HIGH,INVENTORY_STATUS,Dead-stock or non-moving inventory risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-FIL-009-SUPPLIER_RISK,SKU-FIL-009,Replacement Water Filter,Home,SUPPLIER_RISK,HIGH,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-FIL-009-POLICY_RISK,SKU-FIL-009,Replacement Water Filter,Home,POLICY_RISK,HIGH,RE_EVALUATION_ENGINE,Policy or parameter review risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-FIL-009-PHASE4_PRODUCTION_RISK,SKU-FIL-009,Replacement Water Filter,Home,PHASE4_PRODUCTION_RISK,HIGH,PHASE4_FLAG,Production/BOM/MRP dependency risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-FIL-009-COST_RISK,SKU-FIL-009,Replacement Water Filter,Home,COST_RISK,HIGH,COST_ENGINE,High or uncertain cost exposure.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-GFT-010-OVERSTOCK_RISK,SKU-GFT-010,Premium Gift Wrap Roll,Stationery,OVERSTOCK_RISK,HIGH,INVENTORY_STATUS,Excess inventory risk.,Overstock or days-of-supply risk exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,LIQUIDATE_DEAD_STOCK,OPERATIONS_MANAGER,True,EXPIRY_REVIEW,MEDIUM,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-GFT-010-SUPPLIER_RISK,SKU-GFT-010,Premium Gift Wrap Roll,Stationery,SUPPLIER_RISK,HIGH,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,Overstock or days-of-supply risk exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,LIQUIDATE_DEAD_STOCK,OPERATIONS_MANAGER,True,EXPIRY_REVIEW,MEDIUM,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-GFT-010-POLICY_RISK,SKU-GFT-010,Premium Gift Wrap Roll,Stationery,POLICY_RISK,HIGH,RE_EVALUATION_ENGINE,Policy or parameter review risk.,Overstock or days-of-supply risk exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,LIQUIDATE_DEAD_STOCK,OPERATIONS_MANAGER,True,EXPIRY_REVIEW,MEDIUM,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-GFT-010-COST_RISK,SKU-GFT-010,Premium Gift Wrap Roll,Stationery,COST_RISK,HIGH,COST_ENGINE,High or uncertain cost exposure.,Overstock or days-of-supply risk exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,LIQUIDATE_DEAD_STOCK,OPERATIONS_MANAGER,True,EXPIRY_REVIEW,MEDIUM,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
